ListTitle,FieldTitle,FieldInternalName
Action Items,Name,FileLeafRef
Action Items,Unique Id,UniqueId
Action Items,Client Id,SyncClientId
Action Items,ProgId,ProgId
Action Items,ScopeId,ScopeId
Action Items,HTML File Type,HTML_x0020_File_x0020_Type
Action Items,Edit Menu Table Start,_EditMenuTableStart
Action Items,Edit Menu Table Start,_EditMenuTableStart2
Action Items,Edit Menu Table End,_EditMenuTableEnd
Action Items,Name,LinkFilenameNoMenu
Action Items,Name,LinkFilename
Action Items,Name,LinkFilename2
Action Items,Type,DocIcon
Action Items,Server Relative URL,ServerUrl
Action Items,Encoded Absolute URL,EncodedAbsUrl
Action Items,File Name,BaseName
Action Items,Property Bag,MetaInfo
Action Items,Level,_Level
Action Items,Is Current Version,_IsCurrentVersion
Action Items,Item Child Count,ItemChildCount
Action Items,Folder Child Count,FolderChildCount
Action Items,Restricted,Restricted
Action Items,Originator Id,OriginatorId
Action Items,NoExecute,NoExecute
Action Items,Content Version,ContentVersion
Action Items,Label setting,_ComplianceFlags
Action Items,Retention label,_ComplianceTag
Action Items,Retention label Applied,_ComplianceTagWrittenTime
Action Items,Label applied by,_ComplianceTagUserId
Action Items,Item is a Record,_IsRecord
Action Items,Access Policy,AccessPolicy
Action Items,VirusStatus,_VirusStatus
Action Items,VirusVendorID,_VirusVendorID
Action Items,VirusInfo,_VirusInfo
Action Items,App Created By,AppAuthor
Action Items,App Modified By,AppEditor
Action Items,Total Size,SMTotalSize
Action Items,Last Modified Date,SMLastModifiedDate
Action Items,Total File Stream Size,SMTotalFileStreamSize
Action Items,Total File Count,SMTotalFileCount
Action Items,Comment settings,_CommentFlags
Action Items,Comment count,_CommentCount
Archived Deliverables,Content Type ID,ContentTypeId
Archived Deliverables,Approver Comments,_ModerationComments
Archived Deliverables,Name,FileLeafRef
Archived Deliverables,Document Modified By,Modified_x0020_By
Archived Deliverables,Document Created By,Created_x0020_By
Archived Deliverables,File Type,File_x0020_Type
Archived Deliverables,HTML File Type,HTML_x0020_File_x0020_Type
Archived Deliverables,Source URL,_SourceUrl
Archived Deliverables,Shared File Index,_SharedFileIndex
Archived Deliverables,Compliance Asset Id,ComplianceAssetId
Archived Deliverables,Title,Title
Archived Deliverables,Template Link,TemplateUrl
Archived Deliverables,HTML File Link,xd_ProgID
Archived Deliverables,Is Signed,xd_Signature
Archived Deliverables,Shortcut URL,_ShortcutUrl
Archived Deliverables,Shortcut Site Id,_ShortcutSiteId
Archived Deliverables,Shortcut Web Id,_ShortcutWebId
Archived Deliverables,Shortcut Unique Id,_ShortcutUniqueId
Archived Deliverables,Description,_ExtendedDescription
Archived Deliverables,Deliverable ID,Deliverable_x0020_ID
Archived Deliverables,Item Type,Item_x0020_Type
Archived Deliverables,Current Status,Current_x0020_Status
Archived Deliverables,Current Status Due Date,Current_x0020_Status_x0020_Due_x0020_Date
Archived Deliverables,Vendor,Vendor
Archived Deliverables,QC Reviewer Name,QC_x0020_Reviewer_x0020_Name
Archived Deliverables,MediaServiceMetadata,MediaServiceMetadata
Archived Deliverables,MediaServiceFastMetadata,MediaServiceFastMetadata
Archived Deliverables,Shared With,SharedWithUsers
Archived Deliverables,Shared With Details,SharedWithDetails
Archived Deliverables,Trigger Flow Info,TriggerFlowInfo
Archived Deliverables,ID,ID
Archived Deliverables,Content Type,ContentType
Archived Deliverables,Created,Created
Archived Deliverables,Created By,Author
Archived Deliverables,Modified,Modified
Archived Deliverables,Modified By,Editor
Archived Deliverables,Has Copy Destinations,_HasCopyDestinations
Archived Deliverables,Copy Source,_CopySource
Archived Deliverables,Approval Status,_ModerationStatus
Archived Deliverables,URL Path,FileRef
Archived Deliverables,Path,FileDirRef
Archived Deliverables,Modified,Last_x0020_Modified
Archived Deliverables,Created,Created_x0020_Date
Archived Deliverables,File Size,File_x0020_Size
Archived Deliverables,Item Type,FSObjType
Archived Deliverables,Sort Type,SortBehavior
Archived Deliverables,Effective Permissions Mask,PermMask
Archived Deliverables,Principal Count,PrincipalCount
Archived Deliverables,ID of the User who has the item Checked Out,CheckedOutUserId
Archived Deliverables,Is Checked out to local,IsCheckedoutToLocal
Archived Deliverables,Checked Out To,CheckoutUser
Archived Deliverables,Unique Id,UniqueId
Archived Deliverables,Client Id,SyncClientId
Archived Deliverables,ProgId,ProgId
Archived Deliverables,ScopeId,ScopeId
Archived Deliverables,Virus Status,VirusStatus
Archived Deliverables,Checked Out To,CheckedOutTitle
Archived Deliverables,Check In Comment,_CheckinComment
Archived Deliverables,Checked Out To,LinkCheckedOutTitle
Archived Deliverables,Edit Menu Table Start,_EditMenuTableStart
Archived Deliverables,Edit Menu Table Start,_EditMenuTableStart2
Archived Deliverables,Edit Menu Table End,_EditMenuTableEnd
Archived Deliverables,Name,LinkFilenameNoMenu
Archived Deliverables,Name,LinkFilename
Archived Deliverables,Name,LinkFilename2
Archived Deliverables,Type,DocIcon
Archived Deliverables,Server Relative URL,ServerUrl
Archived Deliverables,Encoded Absolute URL,EncodedAbsUrl
Archived Deliverables,Name,BaseName
Archived Deliverables,File Size,FileSizeDisplay
Archived Deliverables,Property Bag,MetaInfo
Archived Deliverables,Level,_Level
Archived Deliverables,Is Current Version,_IsCurrentVersion
Archived Deliverables,Item Child Count,ItemChildCount
Archived Deliverables,Folder Child Count,FolderChildCount
Archived Deliverables,Restricted,Restricted
Archived Deliverables,Originator Id,OriginatorId
Archived Deliverables,NoExecute,NoExecute
Archived Deliverables,Content Version,ContentVersion
Archived Deliverables,Label setting,_ComplianceFlags
Archived Deliverables,Retention label,_ComplianceTag
Archived Deliverables,Retention label Applied,_ComplianceTagWrittenTime
Archived Deliverables,Label applied by,_ComplianceTagUserId
Archived Deliverables,Item is a Record,_IsRecord
Archived Deliverables,BLOB Sequence Number,BSN
Archived Deliverables,List Schema Version,_ListSchemaVersion
Archived Deliverables,Dirty,_Dirty
Archived Deliverables,Parsable,_Parsable
Archived Deliverables,StubFile,_StubFile
Archived Deliverables,HasEncryptedContent,_HasEncryptedContent
Archived Deliverables,Access Policy,AccessPolicy
Archived Deliverables,VirusStatus,_VirusStatus
Archived Deliverables,VirusVendorID,_VirusVendorID
Archived Deliverables,VirusInfo,_VirusInfo
Archived Deliverables,Comment settings,_CommentFlags
Archived Deliverables,Comment count,_CommentCount
Archived Deliverables,Like count,_LikeCount
Archived Deliverables,Rights Management Template Id,_RmsTemplateId
Archived Deliverables,Sensitivity Label Id,_IpLabelId
Archived Deliverables,Sensitivity,_DisplayName
Archived Deliverables,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
Archived Deliverables,A2OD Mount Count,A2ODMountCount
Archived Deliverables,Expiration Date,_ExpirationDate
Archived Deliverables,IpLabelHash,_IpLabelHash
Archived Deliverables,App Created By,AppAuthor
Archived Deliverables,App Modified By,AppEditor
Archived Deliverables,Total Size,SMTotalSize
Archived Deliverables,Last Modified Date,SMLastModifiedDate
Archived Deliverables,Total File Stream Size,SMTotalFileStreamSize
Archived Deliverables,Total File Count,SMTotalFileCount
Archived Deliverables,Select,SelectTitle
Archived Deliverables,Select,SelectFilename
Archived Deliverables,Edit,Edit
Archived Deliverables,owshiddenversion,owshiddenversion
Archived Deliverables,UI Version,_UIVersion
Archived Deliverables,Version,_UIVersionString
Archived Deliverables,Instance ID,InstanceID
Archived Deliverables,Order,Order
Archived Deliverables,GUID,GUID
Archived Deliverables,Workflow Version,WorkflowVersion
Archived Deliverables,Workflow Instance ID,WorkflowInstanceID
Archived Deliverables,Source Version (Converted Document),ParentVersionString
Archived Deliverables,Source Name (Converted Document),ParentLeafName
Archived Deliverables,Document Concurrency Number,DocConcurrencyNumber
Archived Deliverables,Document Parent Identifier,ParentUniqueId
Archived Deliverables,Document Stream Hash,StreamHash
Archived Deliverables,Merge,Combine
Archived Deliverables,Relink,RepairDocument
Change Management,Title,Title
Change Management,WF Trigger,eaWFTrigger
Change Management,Alternate ID,eaID
Change Management,Description,eaDescription
Change Management,Criticality,eaCriticality
Change Management,Owner,eaOwner
Change Management,Coordinator or Secondary Owner,eaSecondaryOwner
Change Management,Date Identified,eaIdentifiedDate
Change Management,Pillar,eaPractice
Change Management,Project Area,eaProjectArea
Change Management,Category,eaTag
Change Management,Source,eaSource
Change Management,Escalate?,Escalate_x0020_Field
Change Management,Estimated Cost,cmCost
Change Management,Reason for Change,eaRecommendation
Change Management,Impact Analysis,eaImpactAnalysis
Change Management,Change Disposition,cmDisposition
Change Management,Due Date,eaDueDate
Change Management,Implementation Status,cmImplementationStatus
Change Management,Closed Date,eaClosedDate
Change Management,Vendor,eaVendor
Change Management,Notes,eaNotes
Change Management,Parent / Child Relationship,Parent_x0020__x002F__x0020_Child
Change Management,Related Issue(s),eaRelatedIssues
Change Management,Related Risk(s),eaRelatedRisks
Change Management,Module,eaCohort
Change Management,Multiple Module Impact,eaEnterprise
Change Management,Resolution Notes,eaResolution
Change Management,Content Type ID,ContentTypeId
Change Management,Approval Status,_ModerationStatus
Change Management,Approver Comments,_ModerationComments
Change Management,File Type,File_x0020_Type
Change Management,Compliance Asset Id,ComplianceAssetId
Change Management,Related Issue ID,eaRelatedIssuesID
Change Management,Related Risk ID,eaRelatedRisksID
Change Management,Enterprise Keywords,TaxKeyword
Change Management,TaxKeywordTaxHTField,TaxKeywordTaxHTField
Change Management,Taxonomy Catch All Column,TaxCatchAll
Change Management,ID,ID
Change Management,Content Type,ContentType
Change Management,Modified,Modified
Change Management,Created,Created
Change Management,Created By,Author
Change Management,Modified By,Editor
Change Management,Has Copy Destinations,_HasCopyDestinations
Change Management,Copy Source,_CopySource
Change Management,owshiddenversion,owshiddenversion
Change Management,Workflow Version,WorkflowVersion
Change Management,UI Version,_UIVersion
Change Management,Version,_UIVersionString
Change Management,Attachments,Attachments
Change Management,Edit,Edit
Change Management,Title,LinkTitleNoMenu
Change Management,Title,LinkTitle
Change Management,Title,LinkTitle2
Change Management,Select,SelectTitle
Change Management,Instance ID,InstanceID
Change Management,Order,Order
Change Management,GUID,GUID
Change Management,Workflow Instance ID,WorkflowInstanceID
Change Management,URL Path,FileRef
Change Management,Path,FileDirRef
Change Management,Modified,Last_x0020_Modified
Change Management,Created,Created_x0020_Date
Change Management,Item Type,FSObjType
Change Management,Sort Type,SortBehavior
Change Management,Effective Permissions Mask,PermMask
Change Management,Principal Count,PrincipalCount
Change Management,Name,FileLeafRef
Change Management,Unique Id,UniqueId
Change Management,Client Id,SyncClientId
Change Management,ProgId,ProgId
Change Management,ScopeId,ScopeId
Change Management,HTML File Type,HTML_x0020_File_x0020_Type
Change Management,Edit Menu Table Start,_EditMenuTableStart
Change Management,Edit Menu Table Start,_EditMenuTableStart2
Change Management,Edit Menu Table End,_EditMenuTableEnd
Change Management,Name,LinkFilenameNoMenu
Change Management,Name,LinkFilename
Change Management,Name,LinkFilename2
Change Management,Type,DocIcon
Change Management,Server Relative URL,ServerUrl
Change Management,Encoded Absolute URL,EncodedAbsUrl
Change Management,File Name,BaseName
Change Management,Property Bag,MetaInfo
Change Management,Level,_Level
Change Management,Is Current Version,_IsCurrentVersion
Change Management,Item Child Count,ItemChildCount
Change Management,Folder Child Count,FolderChildCount
Change Management,Restricted,Restricted
Change Management,Originator Id,OriginatorId
Change Management,NoExecute,NoExecute
Change Management,Content Version,ContentVersion
Change Management,Label setting,_ComplianceFlags
Change Management,Retention label,_ComplianceTag
Change Management,Retention label Applied,_ComplianceTagWrittenTime
Change Management,Label applied by,_ComplianceTagUserId
Change Management,Item is a Record,_IsRecord
Change Management,Access Policy,AccessPolicy
Change Management,VirusStatus,_VirusStatus
Change Management,VirusVendorID,_VirusVendorID
Change Management,VirusInfo,_VirusInfo
Change Management,App Created By,AppAuthor
Change Management,App Modified By,AppEditor
Change Management,Total Size,SMTotalSize
Change Management,Last Modified Date,SMLastModifiedDate
Change Management,Total File Stream Size,SMTotalFileStreamSize
Change Management,Total File Count,SMTotalFileCount
Change Management,Comment settings,_CommentFlags
Change Management,Comment count,_CommentCount
Closed or Modified Action Item History,ID,ID
Closed or Modified Action Item History,Content Type ID,ContentTypeId
Closed or Modified Action Item History,Content Type,ContentType
Closed or Modified Action Item History,Title,Title
Closed or Modified Action Item History,Modified,Modified
Closed or Modified Action Item History,Created,Created
Closed or Modified Action Item History,Created By,Author
Closed or Modified Action Item History,Modified By,Editor
Closed or Modified Action Item History,Has Copy Destinations,_HasCopyDestinations
Closed or Modified Action Item History,Copy Source,_CopySource
Closed or Modified Action Item History,owshiddenversion,owshiddenversion
Closed or Modified Action Item History,Workflow Version,WorkflowVersion
Closed or Modified Action Item History,UI Version,_UIVersion
Closed or Modified Action Item History,Version,_UIVersionString
Closed or Modified Action Item History,Attachments,Attachments
Closed or Modified Action Item History,Approval Status,_ModerationStatus
Closed or Modified Action Item History,Approver Comments,_ModerationComments
Closed or Modified Action Item History,Edit,Edit
Closed or Modified Action Item History,Title,LinkTitleNoMenu
Closed or Modified Action Item History,Title,LinkTitle
Closed or Modified Action Item History,Title,LinkTitle2
Closed or Modified Action Item History,Select,SelectTitle
Closed or Modified Action Item History,Instance ID,InstanceID
Closed or Modified Action Item History,Order,Order
Closed or Modified Action Item History,GUID,GUID
Closed or Modified Action Item History,Workflow Instance ID,WorkflowInstanceID
Closed or Modified Action Item History,URL Path,FileRef
Closed or Modified Action Item History,Path,FileDirRef
Closed or Modified Action Item History,Modified,Last_x0020_Modified
Closed or Modified Action Item History,Created,Created_x0020_Date
Closed or Modified Action Item History,Item Type,FSObjType
Closed or Modified Action Item History,Sort Type,SortBehavior
Closed or Modified Action Item History,Effective Permissions Mask,PermMask
Closed or Modified Action Item History,Principal Count,PrincipalCount
Closed or Modified Action Item History,Name,FileLeafRef
Closed or Modified Action Item History,Unique Id,UniqueId
Closed or Modified Action Item History,Client Id,SyncClientId
Closed or Modified Action Item History,ProgId,ProgId
Closed or Modified Action Item History,ScopeId,ScopeId
Closed or Modified Action Item History,File Type,File_x0020_Type
Closed or Modified Action Item History,HTML File Type,HTML_x0020_File_x0020_Type
Closed or Modified Action Item History,Edit Menu Table Start,_EditMenuTableStart
Closed or Modified Action Item History,Edit Menu Table Start,_EditMenuTableStart2
Closed or Modified Action Item History,Edit Menu Table End,_EditMenuTableEnd
Closed or Modified Action Item History,Name,LinkFilenameNoMenu
Closed or Modified Action Item History,Name,LinkFilename
Closed or Modified Action Item History,Name,LinkFilename2
Closed or Modified Action Item History,Type,DocIcon
Closed or Modified Action Item History,Server Relative URL,ServerUrl
Closed or Modified Action Item History,Encoded Absolute URL,EncodedAbsUrl
Closed or Modified Action Item History,File Name,BaseName
Closed or Modified Action Item History,Property Bag,MetaInfo
Closed or Modified Action Item History,Level,_Level
Closed or Modified Action Item History,Is Current Version,_IsCurrentVersion
Closed or Modified Action Item History,Item Child Count,ItemChildCount
Closed or Modified Action Item History,Folder Child Count,FolderChildCount
Closed or Modified Action Item History,Restricted,Restricted
Closed or Modified Action Item History,Originator Id,OriginatorId
Closed or Modified Action Item History,NoExecute,NoExecute
Closed or Modified Action Item History,Content Version,ContentVersion
Closed or Modified Action Item History,Label setting,_ComplianceFlags
Closed or Modified Action Item History,Retention label,_ComplianceTag
Closed or Modified Action Item History,Retention label Applied,_ComplianceTagWrittenTime
Closed or Modified Action Item History,Label applied by,_ComplianceTagUserId
Closed or Modified Action Item History,Item is a Record,_IsRecord
Closed or Modified Action Item History,Access Policy,AccessPolicy
Closed or Modified Action Item History,VirusStatus,_VirusStatus
Closed or Modified Action Item History,VirusVendorID,_VirusVendorID
Closed or Modified Action Item History,VirusInfo,_VirusInfo
Closed or Modified Action Item History,App Created By,AppAuthor
Closed or Modified Action Item History,App Modified By,AppEditor
Closed or Modified Action Item History,Total Size,SMTotalSize
Closed or Modified Action Item History,Last Modified Date,SMLastModifiedDate
Closed or Modified Action Item History,Total File Stream Size,SMTotalFileStreamSize
Closed or Modified Action Item History,Total File Count,SMTotalFileCount
Closed or Modified Action Item History,Compliance Asset Id,ComplianceAssetId
Closed or Modified Action Item History,Event Type,Event
Closed or Modified Action Item History,Workflow History Parent Instance,WorkflowInstance
Closed or Modified Action Item History,Workflow Association ID,WorkflowAssociation
Closed or Modified Action Item History,Workflow Template ID,WorkflowTemplate
Closed or Modified Action Item History,List ID,List
Closed or Modified Action Item History,Primary Item ID,Item
Closed or Modified Action Item History,User ID,User
Closed or Modified Action Item History,Date Occurred,Occurred
Closed or Modified Action Item History,Group Type,Group
Closed or Modified Action Item History,Outcome,Outcome
Closed or Modified Action Item History,Duration,Duration
Closed or Modified Action Item History,Description,Description
Closed or Modified Action Item History,Data,Data
CMS Library,Content Type ID,ContentTypeId
CMS Library,Approver Comments,_ModerationComments
CMS Library,Name,FileLeafRef
CMS Library,Document Modified By,Modified_x0020_By
CMS Library,Document Created By,Created_x0020_By
CMS Library,File Type,File_x0020_Type
CMS Library,HTML File Type,HTML_x0020_File_x0020_Type
CMS Library,Source URL,_SourceUrl
CMS Library,Shared File Index,_SharedFileIndex
CMS Library,Compliance Asset Id,ComplianceAssetId
CMS Library,Title,Title
CMS Library,Template Link,TemplateUrl
CMS Library,HTML File Link,xd_ProgID
CMS Library,Is Signed,xd_Signature
CMS Library,Shortcut URL,_ShortcutUrl
CMS Library,Shortcut Site Id,_ShortcutSiteId
CMS Library,Shortcut Web Id,_ShortcutWebId
CMS Library,Shortcut Unique Id,_ShortcutUniqueId
CMS Library,Description,_ExtendedDescription
CMS Library,Document Type,Document_x0020_Type
CMS Library,Owner,eaOwner
CMS Library,Status,eaStatus
CMS Library,Enterprise Keywords,TaxKeyword
CMS Library,TaxKeywordTaxHTField,TaxKeywordTaxHTField
CMS Library,Taxonomy Catch All Column,TaxCatchAll
CMS Library,Meeting Date,Meeting_x0020_Date
CMS Library,Year,Year
CMS Library,Notes,eaNotes
CMS Library,MediaServiceMetadata,MediaServiceMetadata
CMS Library,MediaServiceFastMetadata,MediaServiceFastMetadata
CMS Library,Trigger Flow Info,TriggerFlowInfo
CMS Library,ID,ID
CMS Library,Content Type,ContentType
CMS Library,Created,Created
CMS Library,Created By,Author
CMS Library,Modified,Modified
CMS Library,Modified By,Editor
CMS Library,Has Copy Destinations,_HasCopyDestinations
CMS Library,Copy Source,_CopySource
CMS Library,Approval Status,_ModerationStatus
CMS Library,URL Path,FileRef
CMS Library,Path,FileDirRef
CMS Library,Modified,Last_x0020_Modified
CMS Library,Created,Created_x0020_Date
CMS Library,File Size,File_x0020_Size
CMS Library,Item Type,FSObjType
CMS Library,Sort Type,SortBehavior
CMS Library,Effective Permissions Mask,PermMask
CMS Library,Principal Count,PrincipalCount
CMS Library,ID of the User who has the item Checked Out,CheckedOutUserId
CMS Library,Is Checked out to local,IsCheckedoutToLocal
CMS Library,Checked Out To,CheckoutUser
CMS Library,Unique Id,UniqueId
CMS Library,Client Id,SyncClientId
CMS Library,ProgId,ProgId
CMS Library,ScopeId,ScopeId
CMS Library,Virus Status,VirusStatus
CMS Library,Checked Out To,CheckedOutTitle
CMS Library,Check In Comment,_CheckinComment
CMS Library,Checked Out To,LinkCheckedOutTitle
CMS Library,Edit Menu Table Start,_EditMenuTableStart
CMS Library,Edit Menu Table Start,_EditMenuTableStart2
CMS Library,Edit Menu Table End,_EditMenuTableEnd
CMS Library,Name,LinkFilenameNoMenu
CMS Library,Name,LinkFilename
CMS Library,Name,LinkFilename2
CMS Library,Type,DocIcon
CMS Library,Server Relative URL,ServerUrl
CMS Library,Encoded Absolute URL,EncodedAbsUrl
CMS Library,Name,BaseName
CMS Library,File Size,FileSizeDisplay
CMS Library,Property Bag,MetaInfo
CMS Library,Level,_Level
CMS Library,Is Current Version,_IsCurrentVersion
CMS Library,Item Child Count,ItemChildCount
CMS Library,Folder Child Count,FolderChildCount
CMS Library,Restricted,Restricted
CMS Library,Originator Id,OriginatorId
CMS Library,NoExecute,NoExecute
CMS Library,Content Version,ContentVersion
CMS Library,Label setting,_ComplianceFlags
CMS Library,Retention label,_ComplianceTag
CMS Library,Retention label Applied,_ComplianceTagWrittenTime
CMS Library,Label applied by,_ComplianceTagUserId
CMS Library,Item is a Record,_IsRecord
CMS Library,BLOB Sequence Number,BSN
CMS Library,List Schema Version,_ListSchemaVersion
CMS Library,Dirty,_Dirty
CMS Library,Parsable,_Parsable
CMS Library,StubFile,_StubFile
CMS Library,HasEncryptedContent,_HasEncryptedContent
CMS Library,Access Policy,AccessPolicy
CMS Library,VirusStatus,_VirusStatus
CMS Library,VirusVendorID,_VirusVendorID
CMS Library,VirusInfo,_VirusInfo
CMS Library,Comment settings,_CommentFlags
CMS Library,Comment count,_CommentCount
CMS Library,Like count,_LikeCount
CMS Library,Rights Management Template Id,_RmsTemplateId
CMS Library,Sensitivity Label Id,_IpLabelId
CMS Library,Sensitivity,_DisplayName
CMS Library,Sensitivity Label Assignment Method,_IpLabelAssignmentMethod
CMS Library,A2OD Mount Count,A2ODMountCount
